UGA = 1,,Open Hand Atlanta = 2,HealthMPowers = 3,DPH = 4,,,,,,,,,,,
Agency,Date Added,"Project = Farmers Market, Elementary Youth etc.","Site Location (School district, school name, food bank, etc.)",Address building number,Street Name,City,Zip Code,County,Target Audience,,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Colquitt County Extension,350,Veterans Parkway North,Moultrie,31788,Colquitt,8,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Crawford County Extension,100,Wright Ave.,Roberta,31078,Crawford,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Crisp County Extension,110,"West 13th Ave., Suite C",Cordele,31015,Crisp,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Dade County Extension,114,Pace Drive,Trenton,30752,Dade,14,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Dawson County Extension,298,Academy Ave.,Dawsonville,30534,Dawson,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Dodge County Extension,230,"Foster Street, Suite A",Eastman,31023,Dodge,8,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Dooly County Extension,402,"Hawkinsville Road, Suite 8",Vienna,31092,Dooly,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Dougherty County Extension,125,"Pine Avenue, Suite 100",Albany,31701,Dougherty,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Effingham County Extension,284,Hwy. #119 South,Springfield,31329,Effingham,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Evans County Extension,102,Daniel St.,Claxton,30417,Evans,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Fannin County Extension,205,"Church St., Suite 1",Blue Ridge,30513,Fannin,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Franklin County Extension,280,"Busha Rd., Suite A",Carnesville,30521,Fulton,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Glascock County Extension,676,W. Main St.,Gibson,30810,Glascock,10,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Hall County Extension,734,E. Crescent Drive,Gainesville,30501,Hall,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Hancock County Extension,12534,Augusta Hwy,Sparta,31087,Hancock,10,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Haralson County Extension,4266,Georgia Hwy 120,Buchanan,30113,Haralson,14,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Harris County Extension,121,N. Old College St.,Hamilton,31811,Harris,3,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Heard County Extension,101,Glover,Franklin,30217,Heard,3,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Jeff davis County Extension,14,Jeff Davis St.,Hazlehurst,31539,Jeff davis,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Jefferson County Extension,2529,US Hwy. #1 North,Louisville,30434,Jefferson,10,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Jenkins County Extension,434,E. Barney Ave.,Millen,30442,Jenkins,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Johnson County Extension,239,Trojan Way,Wrightsville,31096,Johnson,10,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Lanier County Extension,162,West Thigpen Avenue,Lakeland,31635,Lanier,8,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Laurens County Extension,1511-A,Telfair St.,Dublin,31021,Laurens,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Lee County Extension,107,107 Main Street,Leesburg,31763,Lee,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Liberty County Extension,100,Main St.  Suite 1200,Hinesville,31313,Liberty,1,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Lincoln County Extension,288,N. Peachtree St.,Lincolnton,30817,Lincoln,10,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Long County Extension,479,S. McDonald St.  Suite C,Ludowici,31316,Long,1,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Lumpkin County Extension,26,Johnson Street,Dahlonega,30533,Lumpkin,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Macon County Extension,105,S. Sumter Street,Oglethorpe,31068,Macon,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Madison County Extension,97,Sunset Dr.,Danielsville,30633,Madison,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Marion County Extension,111,Baker Street,Buena Vista,31803,Marion,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",McDuffie County Extension,377,"Main St., Rm. 108",Thomson,30824,McDuffie,10,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Mcintosh County Extension,102,Jefferson St.,Darien,31305,Mcintosh,1,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Meriwether County Extension,126,North Court Sqaure,Greenville,30222,Meriwether,3,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Mitchell County Extension,4590,Highway 37 East,Camilla,31730,Mitchell,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Monroe County Extension,90,"Martin L. King, Jr. Drive",Forsyth,31029,Monroe,8,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Montgomery County Extension,130,West Broad St.,Mount Vernon,30445,Montgomery,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Peach County Extension,700,"Spruce Street, Wing A",Fort Valley,31030,Peach,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Pickens County Extension,109,Depot Street,Jasper,30143,Pickens,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Pierce County Extension,711,Hendry St.,Blackshear,31516,Pierce,1,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Pike County Extension,74,Gwyn Street,Zebulon,30295,Pike,3,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Polk County Extension,20,N. Main St.,Cedartown,30125,Polk,14,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Quitman County Extension,57,"Kaigler Road, Suite 1",Georgetown,39854,Quitman,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Rabun County Extension,41,"Jo Dotson Circle, Suite 1",Clayton,30525,Rabun,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Screven County Extension,321,Rocky Ford Rd.,Sylvania,30467,Screven,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Seminole County Extension,207,East Crawford Street,Donalsonville,39845,Seminole,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Spalding County Extension,835,Memorial Drive,Griffin,30224,Spalding,3,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Sumter County Extension,127,William Bowen Pointe,Americus,31719,Sumter,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Tattnall County Extension,209,Bolton St.,Glennville,30427,Tattnall,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Taylor County Extension,7,Ivy Street,Butler,31006,Taylor,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Telfair County Extension,91,"Telfair Ave., Suite E",McRae,31055,Telfair,8,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Terrell County Extension,955,Forrester Drive,Dawson,39842,Terrell,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Thomas County Extension,227,West Jefferson Street,Thomasville,31799,Thomas,8,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Tift County Extension,1468,Carpenter Road South,Tifton,31793,Tift,8,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Toombs County Extension,200,"Courthouse Square, Suite 4",Lyons,30436,Toombs,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Twiggs County Extension,31,Magnolia St. North,Jeffersonville,31044,Twiggs,8,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Union County Extension,165,Wellborn Street Box 5,Blairsville,30512,Union,9,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Upson County Extension,305,"S. Hightower St., Suite 170",Thomaston,30286,Upson,3,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Walker County Extension,102,E. Napier St.,LaFayette,30728,Walker,14,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Walton County Extension,100,North Broad St.,Monroe,30655,Walton,10,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Wayne County Extension,1900,Sunset Blvd.,Jesup,31545,Wayne,1,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Webster County Extension,7235,Washington Street,Preston,31824,Webster,2,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Wheeler County Extension,16,W. Forest Ave.  Suite 109,Alamo,30411,Wheeler,12,Adults 18+,,,,,
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Wilcox County Extension,667,Second Avenue,Rochelle,31079,Wilcox,8,Adults 18+,,,,,
1,05/16/2018,"FT, FTBU, Outreach",Sheltering Arms East Point Center,2257,Mulberry St,East Point,30344,Fulton,5,Adults 18+,,,,,
1,05/16/2018,"FT, FTBU, FTFM, Outreach",Southside Medical Center,1046,Ridge Ave,Atlanta,30315,Fulton,5,Adults 18+,,,,,
1,5/16/2018,FTFM,Southeast Atlanta Library,1463,Pryor Rd,Atlanta,30315,Fulton,5,Adults 18+,,,,,
1,5/16/2018,FTFM,Hunter Hill First Missionary Baptist Church,166,Edward Street,Atlanta,30314,Fulton,5,Adults 18+,,,,,
1,5/16/2018,FTFM,Friends of Collier Heights Park,3691,Collier Dr. NW,Atlanta,30331,Fulton,5,Adults 18+,,,,,
1,5/16/2018,FTFM,Marddy's,1017,Fair St SW,Atlanta,30310,Fulton,5,Adults 18+,,,,,
1,5/16/2018,FTFM,Dogwood Senior Center,1953,Donald L. Hollowell Pkwy NW,Atlanta,30318,Fulton,5,Adults 18+,,,,,
1,5/17/2018,FTFM,"Live Fresh, Inc.",2311,Cascade Rd,Atlanta,30311,Fulton,5,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FTFM, Outreach",Fannin Health Department -  WIC,95,Ouida Street,Blue Ridge,30513,Gilmer,9,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Chattooga County Extension,10011,Commerce St.,Summerville,30747,Chattoga,14,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Clayton County Extension,1262,Government Cir.,Jonesboro,30236,Clayton,13,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Coastal GA Botanical Gardens,2,Canebrake Road,Savannah,31419,Chatham,1,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Decatur County Extension,101,AG Lane,Bainbridge,39817,Decatur,2,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Douglas County Extension,6279,Fairburn Rd.,Douglasville,30134,Douglas,13,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Echols County Extension,109,Courthouse Street,Statenville,31648,Echols,1,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Fayette County Extension,140,Stonewall Ave West,Fayetteville,30214,Fayette,3,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Forsyth County Extension,875,Lanier 400 Pkwy,Cumming,30040,Forsyth,7,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Fulton County Extension-Camp Truitt,4300,Herschel Rd,College Park,30337,Fulton,5,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Fulton County Extension-South East Point,1757,Washington Rd,East Point,30344,Fulton,5,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Gordon County Extension,1,McDaniel Station Rd SW,Calhoun,30701,Gordon,14,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Grady County Extension,65,"11th Avenue, NE",Cairo,39828,Grady,2,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Greene County Extension,1180,"Weldon Smith Drive, Suite 110",Greensboro,30642,Greene,10,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Gwinnett County Extension,750,S. Perry St.,Lawrenceville,30046,Gwinnett,7,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Hart County Extension,200,Arthur Street,Hartwell,30643,Hart,9,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Houston County Extension,801,Main Street,Perry,31069,Houston,8,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Jasper County Extension,162,North Warren Street,Monticello,31064,Jasper,10,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Morgan County Extension,440,Hancock Street,Madison,30650,Morgan,10,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Muscogee County Extension-Columbus Government Ctr Annex,420,10th Street,Columbus,31901,Muscogee,2,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, F+B30:K39eT, FTFM, Outreach",Paulding County Extension,530,West memorial Drive,Dallas,30132,Paulding,14,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Pulaski County Extension,87,N. Lumpkin St.,Hawkinsville,31036,Pulaski,8,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Putnam County Extension,663,"Godfrey Rd., Suite 101",Eatonton,31024,Putnam,10,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Randolph County Extension,103,East Church Street,Cuthbert,39840,Randolph,2,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Richmond County Extension,602,Greene Street,Augusta,30901,Richmond,12,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Southwest District Office,2360,Rainwater Road,Tifton,31793,Tift,8,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Stewart County Extension,211,Health Department Road,Lumpkin,31815,Stewart,2,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Troup County Extension,114,Church Street,LaGrange,30240,Troup,3,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Warren County Extension,48,Warren St.,Warrenton,30828,Warren,10,Adults 18+,,,,,
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Wilkes County Extension,23,Court Street,Washington,30673,Wilkes,10,Adults 18+,,,,,
1,6/14/2018,"FT, FTBU, Outreach",Pickens County Library,100,Library Lane,Jasper,30143,Pickens,9,Adults 18+,,,,,
1,6/14/2018,"FT, FTBU, Outreach","Tallatoona CAP, Inc.",140,Douglas Street,Cartersville,30120,Bartow,11,Adults 18+,,,,,
1,6/22/2018,"FT, FTBU, FTFM, Outreach",Gilmer Food Pantry,5273,GA-52,Ellijay,30536,Gilmer,9,Adults 18+,,,,,
1,7/9/2018,"FT, FTBU, FTFM, Outreach",Advantage Behavioral Health,240,Mitchell Bridge Road,Athens,30606,Clarke,10,Adults 18+,,,,,
1,7/9/2018,"FT, FTBU, FTFM, Outreach",Alliance Recovery Center (ARC),119,Sycamore Dr,Athens,30606,Clarke,10,Adults 18+,,,,,
1,7/26/2018,"FT, FTBU, FTFM, Outreach",Cedar Shoals High School,1300,Cedar Shoals Drive,Athens,30605,Clarke,10,Adults 18+,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Mary Hayes Center for Social Change,606,E Mitchell St,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Hope Center,508,Spring Oak St,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Coffee County Head Start,511,Pine St,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Coffee County Health Department,1111,Baker Hwy,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Coffee County Parks and Recreation Department,200,S Madison Ave #C,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Williams Food Services,1325,Bowens Mill Rd SW,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Raymond Jones Financial,211,E Ward St,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Boys and Girls Club,210,Jackson St,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Satilla Library - Douglas,200,S Madison Ave,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Coffee County Wellness Center,2203,200 Doctor's Drive #222,Douglas,31553,Coffee,Adults 18+,,,,,,
1,8/27/2018,"FT, FTBU, FTFM, Outreach",Coffee County DFCS,1300,Baker Hwy,Douglas,31533,Coffee,Adults 18+,,,,,,
1,8/27/2018,FTFM,St. Paul AME,1540,Pryor Rd SW,Atlanta,30315,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Peyton Forest Elementary??,301,Peyton Rd,Atlanta,30311,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Mt. Gilead Baptist Church??,1537,Donald Lee Hollowell,Atlanta,30318,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,The Conservancy at Historic Washington Park,1125,Lena St,Atlanta,30314,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Hapeville Senior Center,527,King Arnold Street,Hapeville,30354,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Bethlehem Senior Center,215,Lakewood Way,Atlanta,30315,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Camp Truitt Senior Center,4320,Herschel Road,College Park,30337,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,LIFT Not By Bread,2397,Creel Rd,College Park,30349,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Cliftondale Community Club,4645,Butner Road,College Park,30349,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Phoenix House,1296,Murphy Ave,Atlanta,30310,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Mercy Housing Inc,240,Amal Dr,Atlanta,30315,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Towns Elementary??,760,Bolton Rd,Atlanta,30331,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,English Park,1340,Bolton Rd,Atlanta,30331,Fulton,Adults 18+,,,,,,
1,8/27/2018,FTFM,Fanplex,768,Hank Aaron Dr,Atlanta,30315,Fulton,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Partners in Health Management,202,W. Gordon St. Suite A,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Options Now Pregnancy Support Center,214,W Park Ave,Valdosta,31602,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Lowndes County Health Department,206,South Patterson Street,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Scintilla Charter Academy,2171,E Park Ave,Valdosta,31602,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Valdosta Family ??Medicine,2412,N Oak St.??,Valdosta,31602,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM","Coastal Plain Area EOA, Inc.",1810,W Hill Ave A6,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Coastal Plain Food Services,900,S Troup St,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM","Head Start - Coastal Plain Area EOA, Inc.",1613,Ulmer Ave,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Little Angels,512,N. Forrest St.,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Goodwill,1000,St. Augustine Rd. S.,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",GA Department of Labor,221,South Ashley St.,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Family Works,903,N Patterson St,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Salvation Army,317,Virginia Avenue,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,"FT, FTBU, FTFM",Salvation Army,320,Smithland Place,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,9/10/2018,FTFM,Su-Kor,452,Martin St SE,Atlanta,30312,Fulton,Adults 18+,,,,,,
1,9/28/2018,"FT, FTBU, FTFM, Outreach",Gilmer Senior Center,111,N Gilmer Street,Ellijay,30540,Gilmer,Adults 18+,,,,,,
1,9/28/2018,"FT, FTBU, FTFM, Outreach",Fannin Literacy Action Group,71,Overview Drive??,Blue Ridge,30513,Fannin,Adults 18+,,,,,,
1,9/28/2018,"FT, FTBU, FTFM, Outreach",Highland Rivers,1179,Progress Road,Ellijay,30540,Gilmer,Adults 18+,,,,,,
1,9/28/2018,"FT, FTBU, FTFM, Outreach",Safe Choice Pregnancy Center,220,Sailors Drive,Ellijay,30540,Gilmer,Adults 18+,,,,,,
1,9/28/2018,"FT, FTBU, FTFM, Outreach",The Hills at Fairington,5959,Fairington Rd,Lithonia,30038,DeKalb,Adults 18+,,,,,,
1,10/11/2018,"FT, FTBU, FTFM, Outreach",Hallmark Heights Head Start,605,Hightower St.,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,10/11/2018,"FT, FTBU, FTFM, Outreach",BW Lester Head Start,2522,Copeland Rd,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,10/11/2018,"FT, FTBU, FTFM, Outreach",Hahira Head Start,403,Main St,Hahira,31632,Lowndes,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",North Bartow Community Services,2397,Hall Station Rd NW,Adairsville,30103,Bartow,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",Unidos Dual Language Elementary School,4475,Hendrix Dr.,Forest Park,30297,Clayton,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",Rock Church of Atlanta,4815,Courtney Dr.,Forest Park,30297,Clayton,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",Dixon Grove Baptist Church,7690,Fielder Rd.,Jonesboro,30236,Clayton,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",Hambrick Head Start,777,777 Hambrick Road,Stone Mountain,30083,DeKalb,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",Lithonia Early Head Start,2924,2924 Evans Mill Road,Lithonia,30058,DeKalb,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",Highlands of East Atlanta,2051,2051 Flat Shoals Road SE??,Atlanta,30316,DeKalb,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",Hairston Lake Apartments,1023,1023 N. Hairston Rd.,Stone Mountain,30083,DeKalb,Adults 18+,,,,,,
1,10/25/2018,"FT, FTBU, FTFM, Outreach",Retreat at Spring Hill,4947,4947 Spring Hill Bend,Stone Mountain,30083,DeKalb,Adults 18+,,,,,,
1,11/5/2018,"FT, FTBU, FTFM, Outreach","Public Housing Authority - Douglas, GA",312,Bryan Street East,Douglas,31533,Coffee,Adults 18+,,,,,,
1,11/8/2018,"FT, FTBU, FTFM, Outreach",Walton Communities,4687,Camp Creek Pkwy,Atlanta,30331,Fulton,Adults 18+,,,,,,
1,11/19/2018,"FT, FTBU, FTFM, Outreach",Lowndes County Extension Office,2102,East Hill Ave,Valdosta,31601,Lowndes,Adults 18+,,,,,,
1,12/6/2018,"FT, FTBU, FTFM, Outreach",Church of Harvest International,7086,Tara Blvd,Jonesboro,30236,Clayton,Adults 18+,,,,,,
1,12/6/2018,"FT, FTBU, FTFM, Outreach",Morrow Presbyterian Church,6171,Huie Dr.,Morrow,30260,Clayton,Adults 18+,,,,,,
1,12/6/2018,"FT, FTBU, FTFM, Outreach",Palmetto Library,9111,Cascade Palmetto Hwy,Palmetto,30268,Fulton,Adults 18+,,,,,,
1,12/6/2018,"FT, FTBU, FTFM, Outreach",Christian City - Lester,7340,Lester Rd,Union City,30291,Fulton,Adults 18+,,,,,,
1,12/6/2018,"FT, FTBU, FTFM, Outreach",Christian City - Red Oak,7345,Red Oak Rd,Union City,30291,Fulton,Adults 18+,,,,,,
,12/20/2018,"FT, FTBU, FTFM, Outreach",Terraces at Parkview,6800,Parkview Trail,Lithonia??,30058,DeKalb,Adults 18+,,,,,,
1,12/26/2018,"FT, FTBU, FTFM, Outreach",Oasis at Scholars Landing??,134,John Hope Dr,Atlanta,30314,Fulton,Adults 18+,,,,,,
1,12/26/2018,"FT, FTBU, FTFM, Outreach",Chestnut Grove Baptist Church,610,Epps Bridge Pkwy,Athens,30606,Clarke,Adults 18+,,,,,,
1,1/9/2018,"FT, FTBU, FTFM, Outreach",Advantage Behavioral Health Systems-Barrow Clinic,98,Lanthier Street,Winder,30680,Barrow,Adults 18+,,,,,,
1,1/31/2019,"FT, FTBU, FTFM, Outreach",Reynoldstown Senior Residences - Mercy Housing Inc,695,Field St SE,Atlanta,30316,Fulton,Adults 18+,,,,,,
