Type,Name,County,X,Y,addresses,Zip,FID_1,STATEFP10,COUNTYFP10,GEOID,NAME10,NAMELSAD10,totpop10,WFD,RDC_AAA,MNGWPD,MPO,MSA,F1HR_NA,F8HR_NA,Reg_Comm,Acres,Sq_Miles,Label,GlobalID,last_edite,cty_fips,data_added
UGA SNAP-Ed,One Door Polk,Polk,-85.2523063,34.0191626,"424 N. Main Street, Cedartown, GA, 30125",,10,13,233,13233,Polk,Polk County,41475,N,N,N,N,N,N,N,Northwest Georgia,199774,312.147003,11,{750B0C1D-5CE0-47F6-8605-ADFE1B0E676B},,13233,
UGA SNAP-Ed,Madison Height Apartment Complex,Clayton,-84.3312591,33.4569788,"10911 Tara Blvd, Hampton, GA, 30228",,31,13,63,13063,Clayton,Clayton County,259424,Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,92354.10156,144.302994,32,{B1CDC3D4-04E4-4417-BF51-E5916A6F458E},,13063,
UGA SNAP-Ed,Gordon Family Resources,Gordon,-84.9581668,34.5095119,"320 North River St NW, Calhoun, GA, 30701",,147,13,129,13129,Gordon,Gordon County,55186,N,N,N,N,N,N,N,Northwest Georgia,229125,358.007996,148,{A4390658-671E-4BA5-8A6A-0BB22820933A},,13129,
UGA SNAP-Ed,Evolution Center,Fulton,-84.4246628,33.7762417,"1135 Jefferson St. SW, Atlanta, GA, 30318",,86,13,121,13121,Fulton,Fulton County,920581,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,341906,534.229004,87,{44A3942A-9608-4E68-A927-A38721FF266D},,13121,
UGA SNAP-Ed,Paxen (Haralson location),Haralson,-85.2941909,33.7606274,"734 Bowdon Street, Tallapoosa, GA, GA, 30176",,58,13,143,13143,Haralson,Haralson County,28780,N,N,N,N,Y,N,N,Northwest Georgia,181237,283.183014,59,{62868793-F549-4DA3-9B5D-1566905D1A3E},,13143,
UGA SNAP-Ed,Covenant Presbiterean Church,Clarke,-83.3382343,33.9259535,"1065 Gaines School Rd, Athens,GA, GA, 30605",,17,13,59,13059,Clarke,Clarke County,116714,N,N,N,N,N,N,N,Northeast Georgia,77457.20313,121.027,18,{D4F78C5D-FED9-4215-82B3-A2D1358ED328},,13059,
UGA SNAP-Ed,East Dekalb Community Service Board,DeKalb,-84.1085627,33.7194325,"2277 S Stone Mountain -Lithonia Rd., Lithonia,GA, GA, 30058",,132,13,89,13089,DeKalb,DeKalb County,691893,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,173496,271.087006,133,{3912F679-CB5F-4618-B448-53B943B436DF},,13089,
UGA SNAP-Ed,Gateway Center,Fulton,-84.3945705,33.7475942,"275 Pryor St SW, Atlanta, GA, 30303",,86,13,121,13121,Fulton,Fulton County,920581,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,341906,534.229004,87,{44A3942A-9608-4E68-A927-A38721FF266D},,13121,
UGA SNAP-Ed,Douglas-Coffee County Farmers Curb Market,Coffee,-82.8448726,31.5025753,"606 Gaskin Avenue, Douglas, GA, 31533",,59,13,69,13069,Coffee,Coffee County,42356,N,N,N,N,N,N,N,Southern Georgia,385768,602.762024,60,{FFD327B3-3942-4407-AB3E-2F27A45835CD},,13069,
UGA SNAP-Ed,East Dekalb Community Service Board,DeKalb,-84.1085627,33.7194325,"2277 S Stone Mountain -Lithonia Rd., Lithonia,GA, GA, 30058",,132,13,89,13089,DeKalb,DeKalb County,691893,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,173496,271.087006,133,{3912F679-CB5F-4618-B448-53B943B436DF},,13089,
DFCS,GA DFCS Office-Appling County,Appling,-82.3666328,31.7852413,"1160 West Parker Street, Baxley GA 31513",,2,13,1,13001,Appling,Appling County,18236,N,N,N,N,N,N,N,Heart of Georgia Altamaha,328037,512.557983,3,{DE5A63BB-4A0F-47A0-8306-85F49CF71F18},,13001,
DFCS,GA DFCS Office-Atkinson County,Atkinson,-82.8502147,31.3008503,"92 E. Legion Ave, Pearson GA 31642",,79,13,3,13003,Atkinson,Atkinson County,8375,N,N,N,N,N,N,N,Southern Georgia,220539,344.592011,80,{3005BA95-23DA-44BC-B08A-80E02A660277},,13003,
DFCS,GA DFCS Office-Bacon County,Bacon,-82.4684641,31.537824,"417 South Dixon St, Alma GA 31510",,76,13,5,13005,Bacon,Bacon County,11096,N,N,N,N,N,N,N,Southern Georgia,183009,285.950989,77,{86253CB1-B939-4D23-9DFF-2C420FE78199},,13005,
DFCS,GA DFCS Office-Baker County,Baker,-84.3447152,31.3138086,"322 Sunset Ave SW, Newton GA 39870",,89,13,7,13007,Baker,Baker County,3451,N,N,N,N,N,N,N,Southwest Georgia,223407,349.074005,90,{58F5A8F1-0D97-4CEA-A1BC-A17B637A01CD},,13007,
DFCS,GA DFCS Office-Baldwin County,Baldwin,-83.2600928,33.1034745,"154 Roberson Mill Rd., Milledgeville, GA 31061",,25,13,9,13009,Baldwin,Baldwin County,45720,N,N,N,N,N,N,N,Middle Georgia,171139,267.404999,26,{C55236A9-D42A-4314-A269-80306559B470},,13009,
DFCS,GA DFCS Office-Banks County,Banks,-83.4747038,34.3111778,"154 Windmill Farm Road, Homer GA  30547",,144,13,11,13011,Banks,Banks County,18395,N,N,N,N,N,N,N,Georgia Mountains,149671,233.860992,145,{8E9BBF53-95B2-4FA4-ABD5-39B02E25DC10},,13011,
DFCS,GA DFCS Office-Barrow County,Barrow,-83.7253512,33.9887039,"16 Lee Street, Winder GA 30680",,158,13,13,13013,Barrow,Barrow County,69367,N,N,N,Partial,Y,N,N,Northeast Georgia,104266,162.914993,159,{76FCF409-DF1F-401B-9A6C-C4F0476F3647},2015-10-14T17:21:47.000Z,13013,
DFCS,GA DFCS Office-Bartow County,Bartow,-84.7905807,34.1591952,"47 Brook Dr., Cartersville GA 30120",,153,13,15,13015,Bartow,Bartow County,100157,N,N,Y,N,Y,N,Y,Northwest Georgia,300840,470.062988,154,{A0492A5A-1A5A-4647-B5D0-7C6E191136FE},2015-10-14T17:35:02.000Z,13015,
DFCS,GA DFCS Office-Ben Hill County,Ben Hill,-83.261598,31.7015903,"151 Perry House Road, Fitzgerald GA 31750",,143,13,17,13017,Ben Hill,Ben Hill County,17634,N,N,N,N,N,N,N,Southern Georgia,162500,253.906006,144,{6D3550C8-5513-4BB6-AC63-43E8B86E0630},,13017,
DFCS,GA DFCS Office-Berrien County,Berrien,-83.2500149,31.1998735,"301 South Jefferson St, Nashville GA 31639",,47,13,19,13019,Berrien,Berrien County,19286,N,N,N,N,N,N,N,Southern Georgia,293043,457.880005,48,{0E14972B-097C-4986-B5EB-B72787E7DF71},,13019,
DFCS,GA DFCS Office-Bibb County,Bibb,-83.632432,32.828252,"456 Oglethorpe St., Macon GA 31201",,100,13,21,13021,Bibb,Bibb County,155547,N,N,N,N,N,N,N,Middle Georgia,163409,255.326004,101,{8B314E60-365A-4E45-BC35-BE723D7DBFDD},,13021,
DFCS,GA DFCS Office-Bleckley County,Bleckley,-83.3509912,32.3810796,"140 E Peacock Street, Cochran GA 31014",,4,13,23,13023,Bleckley,Bleckley County,13063,N,N,N,N,N,N,N,Heart of Georgia Altamaha,140237,219.121002,5,{7667A96C-97FB-49CF-928D-C58C7E4156D7},,13023,
DFCS,GA DFCS Office-Brantley County,Brantley,-81.9798755,31.1975719,"510 Bryan Street, Nahunta GA 31553",,32,13,25,13025,Brantley,Brantley County,18411,N,N,N,N,N,N,N,Southern Georgia,286458,447.591003,33,{B067B5E4-BDF5-4B2C-9751-501DEA4C3A2F},,13025,
DFCS,GA DFCS Office-Brooks County,Brooks,-83.5695493,30.7834881,"201 S Barnes Street, Quitman GA 31643",,74,13,27,13027,Brooks,Brooks County,16243,N,N,N,N,N,N,N,Southern Georgia,318553,497.738007,75,{68A5C241-8D02-41D4-A0E8-B1560DCF0CE2},,13027,
DFCS,GA DFCS Office-Bryan County,Bryan,-81.6252529,32.1297778,"133 West Dubois Street,  Pembroke GA  31321",,1,13,29,13029,Bryan,Bryan County,30233,N,N,N,N,N,N,N,Coastal Regional Commission,291269,455.108002,2,{AB662CC0-3C43-4DFC-A03B-ED6CA5322980},,13029,
DFCS,GA DFCS Office-Bulloch County,Bulloch,-81.8550519,32.4367568,"41 Pulaski Road, Statesboro GA 30458",,106,13,31,13031,Bulloch,Bulloch County,70217,N,N,N,N,N,N,N,Coastal Regional Commission,441197,689.370972,107,{5CFE37C0-CC59-410B-984E-425F2ADCE59D},,13031,
DFCS,GA DFCS Office-Burke County,Burke,-82.0298097,33.0860069,"729 W. 6th Street, Waynesboro GA 30830",,39,13,33,13033,Burke,Burke County,23316,N,N,N,N,N,N,N,Central Savannah River Area,534823,835.661011,40,{56423785-DD7F-429D-B00E-356D32A5FEFF},,13033,
DFCS,GA DFCS Office-Butts County,Butts,-83.9514804,33.297331,"178 Ernest Biles Drive, Jackson GA 30223",,122,13,35,13035,Butts,Butts County,23655,N,N,N,N,Y,N,N,Three Rivers,120323,188.005005,123,{BC658D13-5EB1-42E5-B457-F24A504FCDD0},,13035,
DFCS,GA DFCS Office-Calhoun County,Calhoun,-84.6095079,31.5375143,"28293 Main St., Morgan GA 39866",,88,13,37,13037,Calhoun,Calhoun County,6694,N,N,N,N,N,N,N,Southwest Georgia,181462,283.533997,89,{224CCDA8-41B9-40B9-8444-A0F5458DFD5C},,13037,
DFCS,GA DFCS Office-Camden County,Camden,-81.6446879,30.7973053,"721 Charles Gilman Jr. Ave., Kingsland GA 31548",,8,13,39,13039,Camden,Camden County,50513,N,N,N,N,N,N,N,Coastal Regional Commission,501015,782.836975,9,{555DA342-487B-4B0D-B256-5CC3469005F0},,13039,
DFCS,GA DFCS Office-Candler County,Candler,-82.0605746,32.3836016,"750 S. Leroy Street, Metter GA 30439",,87,13,43,13043,Candler,Candler County,10998,N,N,N,N,N,N,N,Heart of Georgia Altamaha,159389,249.044998,88,{A1003CD4-E916-4F58-A82C-9D91BC643391},,13043,
DFCS,GA DFCS Office-Carroll County,Carroll,-85.044003,33.5688604,"165 Independence Dr., Carrollton GA 30116",,151,13,45,13045,Carroll,Carroll County,110527,N,N,N,Partial,Y,N,N,Three Rivers,322447,503.824005,152,{33DEDEB8-8E54-40A7-A237-847405D84720},2015-10-14T17:21:50.000Z,13045,
DFCS,GA DFCS Office-Catoosa County,Catoosa,-85.2463531,34.9505736,"700 City Hall Dr., Fort Oglethorpe GA 30742",,105,13,47,13047,Catoosa,Catoosa County,63942,N,N,N,N,N,N,N,Northwest Georgia,103974,162.459,106,{633200AA-0748-4ED4-BC90-1FFF0337287B},,13047,
DFCS,GA DFCS Office-Charlton County,Charlton,-82.0074674,30.8299084,"32 Oakwood Street, Folkston GA 31537",,48,13,49,13049,Charlton,Charlton County,12171,N,N,N,N,N,N,N,Southern Georgia,501087,782.948975,49,{4C51DF2F-CF01-4556-BDC2-8F0316390F6C},,13049,
DFCS,GA DFCS Office-Chatham County,Chatham,-81.083313,32.0698886,"761 Wheaton St., Savannah GA 31401",,33,13,51,13051,Chatham,Chatham County,265128,N,N,N,N,N,N,N,Coastal Regional Commission,405410,633.453003,34,{112314AE-92CD-4EAB-A236-C661FDCE4F27},,13051,
DFCS,GA DFCS Office-Chattahoochee County,Chattahoochee,-84.7645667,32.308083,"209 McNaughton St., Cusseta GA 31805",,141,13,53,13053,Chattahoochee,Chattahoochee County,11267,N,N,N,N,N,N,N,River Valley,160727,251.136002,142,{1A3AC460-F36D-44A9-A304-90E510144676},,13053,
DFCS,GA DFCS Office-Chattooga County,Chattooga,-85.3509693,34.4774364,"102 Highway 48, Summerville, Ga 30747-1512",,75,13,55,13055,Chattooga,Chattooga County,26015,N,N,N,N,N,N,N,Northwest Georgia,200695,313.585999,76,{DFD7AF90-CB9C-449E-9B69-871235851369},,13055,
DFCS,GA DFCS Office-Cherokee County,Cherokee,-84.4747267,34.2412055,"105 Lamar Haley Pkwy., Canton GA 30114",,140,13,57,13057,Cherokee,Cherokee County,214346,Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,277969,434.325989,141,{2E5CA3D4-B14C-4E90-9E96-1C3D7AA86608},,13057,
DFCS,GA DFCS Office-Clarke County,Clarke,-83.364827,33.9728776,"284 North Ave., Athens GA 30601",,17,13,59,13059,Clarke,Clarke County,116714,N,N,N,N,N,N,N,Northeast Georgia,77457.20313,121.027,18,{D4F78C5D-FED9-4215-82B3-A2D1358ED328},,13059,
DFCS,GA DFCS Office-Clay County,Clay,-85.0478041,31.6059261,"155 Wilson St., Suite 1, Fort Gaines, GA  39851",,112,13,61,13061,Clay,Clay County,3183,N,N,N,N,N,N,N,River Valley,139024,217.225006,113,{7598358A-F893-4408-9762-6E3AF3BC9A49},,13061,
DFCS,GA DFCS Office-Clayton County,Clayton,-84.363274,33.552587,"877 Battlecreek Rd, Jonesboro GA 30236",,31,13,63,13063,Clayton,Clayton County,259424,Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,92354.10156,144.302994,32,{B1CDC3D4-04E4-4417-BF51-E5916A6F458E},,13063,
DFCS,GA DFCS Office-Clinch County,Clinch,-82.7421736,31.0292827,"17 E Shirley Road, Homerville GA 31634",,45,13,65,13065,Clinch,Clinch County,6798,N,N,N,N,N,N,N,Southern Georgia,527504,824.224976,46,{D7037AD7-9079-4D7B-8A90-535F548AD7C7},,13065,
DFCS,GA DFCS Office-Cobb County,Cobb,-84.5345876,33.9444099,"325 S. Fairground Street, Marietta GA 30060",,22,13,67,13067,Cobb,Cobb County,688078,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,220455,344.459991,23,{670FE76B-423B-4211-BFB0-8A9145225470},,13067,
DFCS,GA DFCS Office-Coffee County,Coffee,-82.8663338,31.4993758,"1300 West Baker Hwy, Douglas GA 31534",,59,13,69,13069,Coffee,Coffee County,42356,N,N,N,N,N,N,N,Southern Georgia,385768,602.762024,60,{FFD327B3-3942-4407-AB3E-2F27A45835CD},,13069,
DFCS,GA DFCS Office-Colquitt County,Colquitt,-83.7895284,31.1844624,"449 N. Main St. Suite A, Moultrie GA 31768",,129,13,71,13071,Colquitt,Colquitt County,45498,N,N,N,N,N,N,N,Southwest Georgia,356190,556.547974,130,{4D23CE4A-9FAE-42BE-A91E-7E47B0A3A296},,13071,
DFCS,GA DFCS Office-Columbia County,Columbia,-82.3070201,33.5322008,"6358 Columbia Road, Appling GA  30802",,23,13,73,13073,Columbia,Columbia County,124053,N,N,N,N,N,N,N,Central Savannah River Area,196979,307.778992,24,{6A0F3E6B-D37E-419D-B8A9-ADDF6744F3B0},,13073,
DFCS,GA DFCS Office-Cook County,Cook,-83.4197011,31.1243572,"1010 South Hutchinson Ave., Adel GA 31620",,49,13,75,13075,Cook,Cook County,17212,N,N,N,N,N,N,N,Southern Georgia,149238,233.184006,50,{AB9A8BC5-5668-430F-A0B1-4E6FBE6021D6},,13075,
DFCS,GA DFCS Office-Coweta County,Coweta,-84.7855824,33.3421626,"533 Hwy 29 N., Newnan GA 30263",,115,13,77,13077,Coweta,Coweta County,127317,N,N,Y,Y,Y,Y,Y,Three Rivers,285287,445.760986,116,{A5D715F1-B2A9-4EDB-AFAA-FFC194FC6311},,13077,
DFCS,GA DFCS Office-Crawford County,Crawford,-84.0141398,32.7235071,"360 N. Dugger Ave., Roberta GA 31078",,137,13,79,13079,Crawford,Crawford County,12630,N,N,N,N,N,N,N,Middle Georgia,208890,326.390015,138,{28D4E7EC-72D6-433E-B409-848FD30B036F},,13079,
DFCS,GA DFCS Office-Crisp County,Crisp,-83.7832671,31.9555419,"107 W. 23rd Ave., Cordele GA 31010",,91,13,81,13081,Crisp,Crisp County,23439,N,N,N,N,N,N,N,River Valley,179779,280.903992,92,{3B14D541-3E98-43CD-9E91-18177FD28631},,13081,
DFCS,GA DFCS Office-Dade County,Dade,-85.5107689,34.8720856,"71 Case Avenue, Trenton GA 30752-0159",,20,13,83,13083,Dade,Dade County,16633,N,N,N,N,N,N,N,Northwest Georgia,111481,174.188995,21,{D5415141-E21E-4F67-9733-4D5F064EC36E},,13083,
DFCS,GA DFCS Office-Dawson County,Dawson,-84.1137018,34.4161032,"424 Highway 53, Dawsonville GA 30534",,152,13,85,13085,Dawson,Dawson County,22330,N,N,N,Partial,Y,N,N,Georgia Mountains,137194,214.365005,153,{7561741B-1026-4F5F-9DA1-43FF485FD57A},2015-10-14T17:36:02.000Z,13085,
DFCS,GA DFCS Office-Decatur County,Decatur,-84.5539034,30.9018853,"505 S. Wheat Ave., Bainbridge GA 39819",,103,13,87,13087,Decatur,Decatur County,27842,N,N,N,N,N,N,N,Southwest Georgia,398763,623.067017,104,{FF2DFAA5-67FF-42B1-979F-51CC7515DC0F},,13087,
DFCS,GA DFCS Office-DeKalb County,DeKalb,-84.2816892,33.7714319,"178 Sams Street, Decatur GA 30030",,132,13,89,13089,DeKalb,DeKalb County,691893,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,173496,271.087006,133,{3912F679-CB5F-4618-B448-53B943B436DF},,13089,
DFCS,GA DFCS Office-Dodge County,Dodge,-83.1785913,32.1821171,"1111 Plaza Ave., Eastman GA  31023",,101,13,91,13091,Dodge,Dodge County,21796,N,N,N,N,N,N,N,Heart of Georgia Altamaha,321998,503.122009,102,{2B76B73F-BE10-467B-9F6A-BA2124AB2611},,13091,
DFCS,GA DFCS Office-Dooly County,Dooly,-83.7770466,32.0878482,"1022 E. Union St., Vienna GA 31092",,54,13,93,13093,Dooly,Dooly County,14918,N,N,N,N,N,N,N,River Valley,254218,397.216003,55,{1959E5F7-6836-4ACE-AACF-27F1A298C95E},,13093,
DFCS,GA DFCS Office-Dougherty County,Dougherty,-84.152005,31.5748901,200 W. Oglethorpe Blvd. Albany GA 31701,,110,13,95,13095,Dougherty,Dougherty County,94565,N,N,N,N,N,N,N,Southwest Georgia,214122,334.56601,111,{7E027852-CB83-4163-9093-E07B845D73AE},,13095,
DFCS,GA DFCS Office-Douglas County,Douglas,-84.72723,33.7492996,"8473 Duralee Lane Suite 100, Douglasville GA 30134",,114,13,97,13097,Douglas,Douglas County,132403,Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,128641,201.001007,115,{3429ADB5-8FED-490F-AFFD-F56DE8AF28B8},,13097,
DFCS,GA DFCS Office-Early County,Early,-84.9460991,31.3744201,"11860 Columbia Ave., Blakely GA 39823",,51,13,99,13099,Early,Early County,11008,N,N,N,N,N,N,N,Southwest Georgia,330435,516.304993,52,{73632B13-4725-4782-B10F-9E56936CC762},,13099,
DFCS,GA DFCS Office-Echols County,Echols,-83.0230041,30.7035559,"106 Church Of God St., Statenville GA 31648",,35,13,101,13101,Echols,Echols County,4034,N,N,N,N,N,N,N,Southern Georgia,269306,420.790009,36,{98261A81-3DA9-481E-B18E-D511B4A7824E},,13101,
DFCS,GA DFCS Office-Effingham County,Effingham,-81.3137245,32.3731016,"204 Franklin St., Springfield GA 31329",,96,13,103,13103,Effingham,Effingham County,52250,N,N,N,N,N,N,N,Coastal Regional Commission,309552,483.674988,97,{7A882334-7BCB-42B3-A580-4F946FA096E1},,13103,
DFCS,GA DFCS Office-Elbert County,Elbert,-82.8687314,34.1099645,45 Forest Ave.  Elberton GA 30635,,30,13,105,13105,Elbert,Elbert County,20166,N,N,N,N,N,N,N,Northeast Georgia,239539,374.278992,31,{EAFB2FBC-0B45-4BC7-82F7-84E54BFC4D68},,13105,
DFCS,GA DFCS Office-Emanuel County,Emanuel,-82.326417,32.6035369,"143 North Anderson Dr., Swainsboro GA 30401",,27,13,107,13107,Emanuel,Emanuel County,22598,N,N,N,N,N,N,N,Heart of Georgia Altamaha,441961,690.565002,28,{8A6825E9-8F50-4281-B367-0F85B7C6548F},,13107,
DFCS,GA DFCS Office-Evans County,Evans,-81.9074901,32.1618096,"201 Freeman St. BSMT, Claxton GA 30417",,36,13,109,13109,Evans,Evans County,11000,N,N,N,N,N,N,N,Heart of Georgia Altamaha,119709,187.044998,37,{785FAC0C-F74C-4E4D-8CB3-B8CB8F85851D},,13109,
DFCS,GA DFCS Office-Fannin County,Fannin,-84.3275395,34.8624235,"990 East Main Street, Ste. 10, Blue Ridge GA 30513",,84,13,111,13111,Fannin,Fannin County,23682,N,N,N,N,N,N,N,Northwest Georgia,250807,391.885986,85,{DDA9CEBF-AC90-491D-A59C-CF6626051D43},,13111,
DFCS,GA DFCS Office-Fayette County,Fayette,-84.4598113,33.4280654,"905 Highway 85 South, Fayetteville GA 30215",,5,13,113,13113,Fayette,Fayette County,106567,Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,127543,199.285995,6,{0089049C-AF9E-48C9-83D8-75FE86DFE045},,13113,
DFCS,GA DFCS Office-Floyd County,Floyd,-85.1691216,34.2738764,"450 Riverside Pkwy, Suite 110, Rome GA  30161",,133,13,115,13115,Floyd,Floyd County,96317,N,N,N,N,N,N,N,Northwest Georgia,331827,518.47998,134,{ED00C8F8-7175-42A5-99D6-9D8BDC20EB15},,13115,
DFCS,GA DFCS Office-Forsyth County,Forsyth,-84.1493258,34.2153982,"426 Canton Road, Cumming GA 30028",,24,13,117,13117,Forsyth,Forsyth County,175511,N,N,Y,Y,Y,Y,Y,Georgia Mountains,158154,247.115997,25,{4C27E78B-AD23-45A7-853A-CF98F6F55554},,13117,
DFCS,GA DFCS Office-Franklin County,Franklin,-83.2350006,34.3684545,"1133 Hull Street, Carnesville GA 30521",,72,13,119,13119,Franklin,Franklin County,22084,N,N,N,N,N,N,N,Georgia Mountains,170525,266.446014,73,{90A13E0D-41EC-437E-B1DF-65E0F66B586A},,13119,
DFCS,GA DFCS Office-Fulton North County,Fulton,-84.3782716,33.9207057,"6075 Roswell Road #300, Atlanta GA 30238",,86,13,121,13121,Fulton,Fulton County,920581,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,341906,534.229004,87,{44A3942A-9608-4E68-A927-A38721FF266D},,13121,
DFCS,GA DFCS Office-Fulton NW County,Fulton,-84.4281838,33.7737531,"1249 Donald Lee Hollowell Pkwy, Atlanta GA 30318",,86,13,121,13121,Fulton,Fulton County,920581,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,341906,534.229004,87,{44A3942A-9608-4E68-A927-A38721FF266D},,13121,
DFCS,GA DFCS Office-Fulton South County,Fulton,-84.5485094,33.5993773,"5710 Stonewall Tell Rd, College Park GA 30349",,86,13,121,13121,Fulton,Fulton County,920581,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,341906,534.229004,87,{44A3942A-9608-4E68-A927-A38721FF266D},,13121,
DFCS,GA DFCS Office-Fulton SW County,Fulton,-84.5108161,33.7397397,"515 Fairburn Road SW, Atlanta GA 30331",,86,13,121,13121,Fulton,Fulton County,920581,N,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,341906,534.229004,87,{44A3942A-9608-4E68-A927-A38721FF266D},,13121,
DFCS,GA DFCS Office-Gilmer County,Gilmer,-84.4770633,34.6883097,"54 Kiker Street, Ellijay GA 30540-1328",,28,13,123,13123,Gilmer,Gilmer County,28292,N,N,N,N,N,N,N,Northwest Georgia,275947,431.166992,29,{F5584E0A-B932-4A72-BE96-EEF5D3233611},,13123,
DFCS,GA DFCS Office-Glascock County,Glascock,-82.6069361,33.2313461,"674 W Main St., Gibson GA 30810",,60,13,125,13125,Glascock,Glascock County,3082,N,N,N,N,N,N,N,Central Savannah River Area,92479.20313,144.498993,61,{8199F11E-0ED9-4369-AA85-C0FD36931EA9},,13125,
DFCS,GA DFCS Office-Glynn County,Glynn,-81.4908279,31.223185,"823 Scranton Road, Brunswick,  GA  31525",,9,13,127,13127,Glynn,Glynn County,79626,N,N,N,N,N,N,N,Coastal Regional Commission,375084,586.067993,10,{6208F96C-ED25-40A7-A0AD-E5B058E9F826},,13127,
DFCS,GA DFCS Office-Gordon County,Gordon,-84.9510902,34.5202329,"619 Mauldin Rd. NW, Calhoun, GA 30701",,147,13,129,13129,Gordon,Gordon County,55186,N,N,N,N,N,N,N,Northwest Georgia,229125,358.007996,148,{A4390658-671E-4BA5-8A6A-0BB22820933A},,13129,
DFCS,GA DFCS Office-Grady County,Grady,-84.2060743,30.8749414,"250 2nd Ave. SE, Cairo GA 39828",,146,13,131,13131,Grady,Grady County,25011,N,N,N,N,N,N,N,Southwest Georgia,294510,460.17099,147,{CA0502F7-D929-4AC1-AA26-088750C16EF3},,13131,
DFCS,GA DFCS Office-Greene County,Greene,-83.1945817,33.5551735,"1951 S. Main St., Greensboro GA 30642",,69,13,133,13133,Greene,Greene County,15994,N,N,N,N,N,N,N,Northeast Georgia,259978,406.214996,70,{B39D245F-639F-4437-A2A6-2B35C3417444},,13133,
DFCS,GA DFCS Office-Gwinnett County,Gwinnett,-83.9943359,33.9491601,"95 Constitution Blvd Suite 400, Lawrenceville GA 30046",,68,13,135,13135,Gwinnett,Gwinnett County,805321,Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,279481,436.688995,69,{3BBB29C1-CFA9-4906-B2DA-6D86E4FB8DAD},,13135,
DFCS,GA DFCS Office-Habersham County,Habersham,-83.512935,34.617237,"1045 Grant St., Clarkesville GA 30523",,150,13,137,13137,Habersham,Habersham County,43041,N,N,N,N,N,N,N,Georgia Mountains,178555,278.992004,151,{7849098F-F377-438B-8594-2E769E3B6357},,13137,
DFCS,GA DFCS Office-Hall County,Hall,-83.8637863,34.2968255,"970 McEver Road Ext., Gainesville GA 30504",,154,13,139,13139,Hall,Hall County,179684,N,N,Y,N,N,N,N,Georgia Mountains,274700,429.218994,155,{07D5978F-9EDF-47D0-BBEE-B9DBF7387AD2},2015-10-14T17:21:59.000Z,13139,
DFCS,GA DFCS Office-Hancock County,Hancock,-82.9740819,33.2757608,"12744 Broad St., Sparta GA 31087",,108,13,141,13141,Hancock,Hancock County,9429,N,N,N,N,N,N,N,Central Savannah River Area,306383,478.722992,109,{C780F6D6-D03D-401B-961F-941F421473AA},,13141,
DFCS,GA DFCS Office-Haralson County,Haralson,-85.1799931,33.7964677,"21 Magnolia St., Buchannan GA 30113",,58,13,143,13143,Haralson,Haralson County,28780,N,N,N,N,Y,N,N,Northwest Georgia,181237,283.183014,59,{62868793-F549-4DA3-9B5D-1566905D1A3E},,13143,
DFCS,GA DFCS Office-Harris County,Harris,-84.8747489,32.760446,"134 N. College St, Hamilton, GA 31811",,125,13,145,13145,Harris,Harris County,32024,N,N,N,N,N,N,N,River Valley,302667,472.917999,126,{A388E60C-9DEC-4367-B662-CFDC2645ECFB},,13145,
DFCS,GA DFCS Office-Hart County,Hart,-82.9268358,34.3541378,"267 East Johnson Street, Hartwell GA 30643",,139,13,147,13147,Hart,Hart County,25213,N,N,N,N,N,N,N,Georgia Mountains,164463,256.972992,140,{25444153-1C63-43BB-AAD9-5B11CCD486AC},,13147,
DFCS,GA DFCS Office-Heard County,Heard,-85.0915835,33.2720922,"1188 Franklin Pkwy / POB 385, Franklin GA 30217",,117,13,149,13149,Heard,Heard County,11834,N,N,N,N,Y,N,N,Three Rivers,192700,301.092987,118,{A4F8FA00-665E-4449-87E5-61E444760A28},,13149,
DFCS,GA DFCS Office-Henry County,Henry,-84.1704676,33.4242793,"125 Henry Pkwy, McDonough GA 30253",,40,13,151,13151,Henry,Henry County,203922,Y,Y,Y,Y,Y,Y,Y,Atlanta Regional Commission,208948,326.480988,41,{35264E7E-E781-4C21-B4CC-C812B3B58FDE},,13151,
DFCS,GA DFCS Office-Houston County,Houston,-83.6733705,32.5453871,"92 Cohen Walker Dr.,  Warner Robins GA 31088",,92,13,153,13153,Houston,Houston County,139900,N,N,N,N,N,N,N,Middle Georgia,243113,379.86499,93,{5A48AFDF-AB1F-4894-AE69-8F918A0F3BDE},,13153,
